,date,price
1694,2023-02-06,3.444
1695,2023-02-13,3.39
1696,2023-02-20,3.379
1697,2023-02-27,3.342
1698,2023-03-06,3.389
1699,2023-03-13,3.456
1700,2023-03-20,3.422
1701,2023-03-27,3.421
1702,2023-04-03,3.497
1703,2023-04-10,3.596
1704,2023-04-17,3.663
1705,2023-04-24,3.656
1706,2023-05-01,3.6
1707,2023-05-08,3.533
1708,2023-05-15,3.536
1709,2023-05-22,3.534
1710,2023-05-29,3.571
1711,2023-06-05,3.541
1712,2023-06-12,3.595
1713,2023-06-19,3.577
1714,2023-06-26,3.571
1715,2023-07-03,3.527
1716,2023-07-10,3.546
1717,2023-07-17,3.559
1718,2023-07-24,3.596
1719,2023-07-31,3.757
1720,2023-08-07,3.828
1721,2023-08-14,3.85
1722,2023-08-21,3.868
1723,2023-08-28,3.813
1724,2023-09-04,3.807
1725,2023-09-11,3.822
1726,2023-09-18,3.878
1727,2023-09-25,3.837
1728,2023-10-02,3.798
1729,2023-10-09,3.684
1730,2023-10-16,3.576
1731,2023-10-23,3.533
1732,2023-10-30,3.473
1733,2023-11-06,3.396
1734,2023-11-13,3.349
1735,2023-11-20,3.289
1736,2023-11-27,3.238
1737,2023-12-04,3.231
1738,2023-12-11,3.136
1739,2023-12-18,3.053
1740,2023-12-25,3.116
1741,2024-01-01,3.089
1742,2024-01-08,3.073
1743,2024-01-15,3.058
1744,2024-01-22,3.062
1745,2024-01-29,3.095
1746,2024-02-05,3.136
