Back to Contents,Data 1: Retail
Sourcekey,EMM_EPMR_PTE_NUS_DPG
Date,Weekly U.S. Regular All Formulations Retail Gasoline Prices  (Dollars per Gallon)
2005-12-12 00:00:00,2.185
2005-12-19 00:00:00,2.211
2005-12-26 00:00:00,2.197
2006-01-02 00:00:00,2.238
2006-01-09 00:00:00,2.327
2006-01-16 00:00:00,2.32
2006-01-23 00:00:00,2.336
2006-01-30 00:00:00,2.357
2006-02-06 00:00:00,2.342
2006-02-13 00:00:00,2.284
2006-02-20 00:00:00,2.24
2006-02-27 00:00:00,2.254
2006-03-06 00:00:00,2.331
2006-03-13 00:00:00,2.366
2006-03-20 00:00:00,2.504
2006-03-27 00:00:00,2.498
2006-04-03 00:00:00,2.588
2006-04-10 00:00:00,2.683
2006-04-17 00:00:00,2.783
2006-04-24 00:00:00,2.914
2006-05-01 00:00:00,2.919
2006-05-08 00:00:00,2.909
2006-05-15 00:00:00,2.947
2006-05-22 00:00:00,2.892
2006-05-29 00:00:00,2.867
2006-06-05 00:00:00,2.892
2006-06-12 00:00:00,2.906
2006-06-19 00:00:00,2.871
2006-06-26 00:00:00,2.869
2006-07-03 00:00:00,2.934
2006-07-10 00:00:00,2.973
2006-07-17 00:00:00,2.989
2006-07-24 00:00:00,3.003
2006-07-31 00:00:00,3.004
2006-08-07 00:00:00,3.038
2006-08-14 00:00:00,3
2006-08-21 00:00:00,2.924
2006-08-28 00:00:00,2.845
2006-09-04 00:00:00,2.727
2006-09-11 00:00:00,2.618
2006-09-18 00:00:00,2.497
2006-09-25 00:00:00,2.378
2006-10-02 00:00:00,2.31
2006-10-09 00:00:00,2.261
2006-10-16 00:00:00,2.226
2006-10-23 00:00:00,2.208
2006-10-30 00:00:00,2.218
2006-11-06 00:00:00,2.2
2006-11-13 00:00:00,2.232
2006-11-20 00:00:00,2.239
2006-11-27 00:00:00,2.246
2006-12-04 00:00:00,2.297
2006-12-11 00:00:00,2.293
2006-12-18 00:00:00,2.32
2006-12-25 00:00:00,2.341
2007-01-01 00:00:00,2.334
2007-01-08 00:00:00,2.306
2007-01-15 00:00:00,2.229
2007-01-22 00:00:00,2.165
2007-01-29 00:00:00,2.165
2007-02-05 00:00:00,2.191
2007-02-12 00:00:00,2.241
2007-02-19 00:00:00,2.296
2007-02-26 00:00:00,2.383
2007-03-05 00:00:00,2.505
2007-03-12 00:00:00,2.559
2007-03-19 00:00:00,2.577
2007-03-26 00:00:00,2.61
2007-04-02 00:00:00,2.707
2007-04-09 00:00:00,2.802
2007-04-16 00:00:00,2.876
2007-04-23 00:00:00,2.869
2007-04-30 00:00:00,2.971
2007-05-07 00:00:00,3.054
2007-05-14 00:00:00,3.103
2007-05-21 00:00:00,3.218
2007-05-28 00:00:00,3.209
2007-06-04 00:00:00,3.157
2007-06-11 00:00:00,3.076
2007-06-18 00:00:00,3.009
2007-06-25 00:00:00,2.982
2007-07-02 00:00:00,2.959
2007-07-09 00:00:00,2.981
2007-07-16 00:00:00,3.049
2007-07-23 00:00:00,2.958
2007-07-30 00:00:00,2.876
2007-08-06 00:00:00,2.838
2007-08-13 00:00:00,2.771
2007-08-20 00:00:00,2.785
2007-08-27 00:00:00,2.749
2007-09-03 00:00:00,2.796
2007-09-10 00:00:00,2.818
2007-09-17 00:00:00,2.787
2007-09-24 00:00:00,2.812
2007-10-01 00:00:00,2.788
2007-10-08 00:00:00,2.77
2007-10-15 00:00:00,2.762
2007-10-22 00:00:00,2.823
2007-10-29 00:00:00,2.872
2007-11-05 00:00:00,3.013
2007-11-12 00:00:00,3.111
2007-11-19 00:00:00,3.099
2007-11-26 00:00:00,3.097
2007-12-03 00:00:00,3.061
2007-12-10 00:00:00,3
2007-12-17 00:00:00,2.998
2007-12-24 00:00:00,2.98
2007-12-31 00:00:00,3.053
2008-01-07 00:00:00,3.109
2008-01-14 00:00:00,3.068
2008-01-21 00:00:00,3.017
2008-01-28 00:00:00,2.977
2008-02-04 00:00:00,2.978
2008-02-11 00:00:00,2.96
2008-02-18 00:00:00,3.042
2008-02-25 00:00:00,3.13
2008-03-03 00:00:00,3.162
2008-03-10 00:00:00,3.225
2008-03-17 00:00:00,3.284
2008-03-24 00:00:00,3.259
2008-03-31 00:00:00,3.29
2008-04-07 00:00:00,3.332
2008-04-14 00:00:00,3.389
2008-04-21 00:00:00,3.508
2008-04-28 00:00:00,3.603
2008-05-05 00:00:00,3.613
2008-05-12 00:00:00,3.722
2008-05-19 00:00:00,3.791
2008-05-26 00:00:00,3.937
2008-06-02 00:00:00,3.976
2008-06-09 00:00:00,4.039
2008-06-16 00:00:00,4.082
2008-06-23 00:00:00,4.079
2008-06-30 00:00:00,4.095
2008-07-07 00:00:00,4.114
2008-07-14 00:00:00,4.113
2008-07-21 00:00:00,4.064
2008-07-28 00:00:00,3.955
2008-08-04 00:00:00,3.88
2008-08-11 00:00:00,3.809
2008-08-18 00:00:00,3.74
2008-08-25 00:00:00,3.685
2008-09-01 00:00:00,3.68
2008-09-08 00:00:00,3.648
2008-09-15 00:00:00,3.835
2008-09-22 00:00:00,3.718
2008-09-29 00:00:00,3.632
2008-10-06 00:00:00,3.484
2008-10-13 00:00:00,3.151
2008-10-20 00:00:00,2.914
2008-10-27 00:00:00,2.656
2008-11-03 00:00:00,2.4
2008-11-10 00:00:00,2.224
2008-11-17 00:00:00,2.072
2008-11-24 00:00:00,1.892
2008-12-01 00:00:00,1.811
2008-12-08 00:00:00,1.699
2008-12-15 00:00:00,1.659
2008-12-22 00:00:00,1.653
2008-12-29 00:00:00,1.613
2009-01-05 00:00:00,1.684
2009-01-12 00:00:00,1.784
2009-01-19 00:00:00,1.847
2009-01-26 00:00:00,1.838
2009-02-02 00:00:00,1.892
2009-02-09 00:00:00,1.926
2009-02-16 00:00:00,1.964
2009-02-23 00:00:00,1.909
2009-03-02 00:00:00,1.934
2009-03-09 00:00:00,1.941
2009-03-16 00:00:00,1.91
2009-03-23 00:00:00,1.962
2009-03-30 00:00:00,2.046
2009-04-06 00:00:00,2.037
2009-04-13 00:00:00,2.051
2009-04-20 00:00:00,2.059
2009-04-27 00:00:00,2.049
2009-05-04 00:00:00,2.078
2009-05-11 00:00:00,2.24
2009-05-18 00:00:00,2.309
2009-05-25 00:00:00,2.435
2009-06-01 00:00:00,2.524
2009-06-08 00:00:00,2.624
2009-06-15 00:00:00,2.672
2009-06-22 00:00:00,2.691
2009-06-29 00:00:00,2.642
2009-07-06 00:00:00,2.612
2009-07-13 00:00:00,2.528
2009-07-20 00:00:00,2.463
2009-07-27 00:00:00,2.503
2009-08-03 00:00:00,2.557
2009-08-10 00:00:00,2.647
2009-08-17 00:00:00,2.637
2009-08-24 00:00:00,2.628
2009-08-31 00:00:00,2.613
2009-09-07 00:00:00,2.588
2009-09-14 00:00:00,2.577
2009-09-21 00:00:00,2.552
2009-09-28 00:00:00,2.499
2009-10-05 00:00:00,2.468
2009-10-12 00:00:00,2.489
2009-10-19 00:00:00,2.574
2009-10-26 00:00:00,2.674
2009-11-02 00:00:00,2.694
2009-11-09 00:00:00,2.666
2009-11-16 00:00:00,2.629
2009-11-23 00:00:00,2.639
2009-11-30 00:00:00,2.629
2009-12-07 00:00:00,2.634
2009-12-14 00:00:00,2.599
2009-12-21 00:00:00,2.589
2009-12-28 00:00:00,2.607
2010-01-04 00:00:00,2.665
2010-01-11 00:00:00,2.751
2010-01-18 00:00:00,2.739
2010-01-25 00:00:00,2.705
2010-02-01 00:00:00,2.661
2010-02-08 00:00:00,2.652
2010-02-15 00:00:00,2.608
2010-02-22 00:00:00,2.655
2010-03-01 00:00:00,2.702
2010-03-08 00:00:00,2.751
2010-03-15 00:00:00,2.788
2010-03-22 00:00:00,2.819
2010-03-29 00:00:00,2.798
2010-04-05 00:00:00,2.826
2010-04-12 00:00:00,2.858
2010-04-19 00:00:00,2.86
2010-04-26 00:00:00,2.849
2010-05-03 00:00:00,2.898
2010-05-10 00:00:00,2.905
2010-05-17 00:00:00,2.864
2010-05-24 00:00:00,2.786
2010-05-31 00:00:00,2.728
2010-06-07 00:00:00,2.725
2010-06-14 00:00:00,2.701
2010-06-21 00:00:00,2.743
2010-06-28 00:00:00,2.757
2010-07-05 00:00:00,2.726
2010-07-12 00:00:00,2.718
2010-07-19 00:00:00,2.722
2010-07-26 00:00:00,2.749
2010-08-02 00:00:00,2.735
2010-08-09 00:00:00,2.783
2010-08-16 00:00:00,2.745
2010-08-23 00:00:00,2.704
2010-08-30 00:00:00,2.682
2010-09-06 00:00:00,2.682
2010-09-13 00:00:00,2.721
2010-09-20 00:00:00,2.723
2010-09-27 00:00:00,2.694
2010-10-04 00:00:00,2.732
2010-10-11 00:00:00,2.819
2010-10-18 00:00:00,2.834
2010-10-25 00:00:00,2.817
2010-11-01 00:00:00,2.806
2010-11-08 00:00:00,2.865
2010-11-15 00:00:00,2.892
2010-11-22 00:00:00,2.876
2010-11-29 00:00:00,2.856
2010-12-06 00:00:00,2.958
2010-12-13 00:00:00,2.98
2010-12-20 00:00:00,2.982
2010-12-27 00:00:00,3.052
2011-01-03 00:00:00,3.07
2011-01-10 00:00:00,3.089
2011-01-17 00:00:00,3.104
2011-01-24 00:00:00,3.11
2011-01-31 00:00:00,3.101
2011-02-07 00:00:00,3.132
2011-02-14 00:00:00,3.14
2011-02-21 00:00:00,3.189
2011-02-28 00:00:00,3.383
2011-03-07 00:00:00,3.52
2011-03-14 00:00:00,3.567
2011-03-21 00:00:00,3.562
2011-03-28 00:00:00,3.596
2011-04-04 00:00:00,3.684
2011-04-11 00:00:00,3.791
2011-04-18 00:00:00,3.844
2011-04-25 00:00:00,3.879
2011-05-02 00:00:00,3.963
2011-05-09 00:00:00,3.965
2011-05-16 00:00:00,3.96
2011-05-23 00:00:00,3.849
2011-05-30 00:00:00,3.794
2011-06-06 00:00:00,3.781
2011-06-13 00:00:00,3.713
2011-06-20 00:00:00,3.652
2011-06-27 00:00:00,3.574
2011-07-04 00:00:00,3.579
2011-07-11 00:00:00,3.641
2011-07-18 00:00:00,3.682
2011-07-25 00:00:00,3.699
2011-08-01 00:00:00,3.711
2011-08-08 00:00:00,3.674
2011-08-15 00:00:00,3.604
2011-08-22 00:00:00,3.581
2011-08-29 00:00:00,3.627
2011-09-05 00:00:00,3.674
2011-09-12 00:00:00,3.661
2011-09-19 00:00:00,3.601
2011-09-26 00:00:00,3.509
2011-10-03 00:00:00,3.433
2011-10-10 00:00:00,3.417
2011-10-17 00:00:00,3.476
2011-10-24 00:00:00,3.462
2011-10-31 00:00:00,3.452
2011-11-07 00:00:00,3.424
2011-11-14 00:00:00,3.436
2011-11-21 00:00:00,3.368
2011-11-28 00:00:00,3.307
2011-12-05 00:00:00,3.29
2011-12-12 00:00:00,3.286
2011-12-19 00:00:00,3.229
2011-12-26 00:00:00,3.258
2012-01-02 00:00:00,3.299
2012-01-09 00:00:00,3.382
2012-01-16 00:00:00,3.391
2012-01-23 00:00:00,3.389
2012-01-30 00:00:00,3.439
2012-02-06 00:00:00,3.482
2012-02-13 00:00:00,3.523
2012-02-20 00:00:00,3.591
2012-02-27 00:00:00,3.721
2012-03-05 00:00:00,3.793
2012-03-12 00:00:00,3.829
2012-03-19 00:00:00,3.867
2012-03-26 00:00:00,3.918
2012-04-02 00:00:00,3.941
2012-04-09 00:00:00,3.939
2012-04-16 00:00:00,3.922
2012-04-23 00:00:00,3.87
2012-04-30 00:00:00,3.83
2012-05-07 00:00:00,3.79
2012-05-14 00:00:00,3.754
2012-05-21 00:00:00,3.715
2012-05-28 00:00:00,3.67
2012-06-04 00:00:00,3.613
2012-06-11 00:00:00,3.572
2012-06-18 00:00:00,3.533
2012-06-25 00:00:00,3.437
2012-07-02 00:00:00,3.356
2012-07-09 00:00:00,3.411
2012-07-16 00:00:00,3.427
2012-07-23 00:00:00,3.494
2012-07-30 00:00:00,3.508
2012-08-06 00:00:00,3.645
2012-08-13 00:00:00,3.721
2012-08-20 00:00:00,3.744
2012-08-27 00:00:00,3.776
2012-09-03 00:00:00,3.843
2012-09-10 00:00:00,3.847
2012-09-17 00:00:00,3.878
2012-09-24 00:00:00,3.826
2012-10-01 00:00:00,3.804
2012-10-08 00:00:00,3.85
2012-10-15 00:00:00,3.819
2012-10-22 00:00:00,3.687
2012-10-29 00:00:00,3.568
2012-11-05 00:00:00,3.492
2012-11-12 00:00:00,3.449
2012-11-19 00:00:00,3.429
2012-11-26 00:00:00,3.437
2012-12-03 00:00:00,3.394
2012-12-10 00:00:00,3.349
2012-12-17 00:00:00,3.254
2012-12-24 00:00:00,3.257
2012-12-31 00:00:00,3.298
2013-01-07 00:00:00,3.299
2013-01-14 00:00:00,3.303
2013-01-21 00:00:00,3.315
2013-01-28 00:00:00,3.357
2013-02-04 00:00:00,3.538
2013-02-11 00:00:00,3.611
2013-02-18 00:00:00,3.747
2013-02-25 00:00:00,3.784
2013-03-04 00:00:00,3.759
2013-03-11 00:00:00,3.71
2013-03-18 00:00:00,3.696
2013-03-25 00:00:00,3.68
2013-04-01 00:00:00,3.645
2013-04-08 00:00:00,3.608
2013-04-15 00:00:00,3.542
2013-04-22 00:00:00,3.536
2013-04-29 00:00:00,3.52
2013-05-06 00:00:00,3.538
2013-05-13 00:00:00,3.603
2013-05-20 00:00:00,3.673
2013-05-27 00:00:00,3.645
2013-06-03 00:00:00,3.646
2013-06-10 00:00:00,3.655
2013-06-17 00:00:00,3.626
2013-06-24 00:00:00,3.577
2013-07-01 00:00:00,3.496
2013-07-08 00:00:00,3.492
2013-07-15 00:00:00,3.639
2013-07-22 00:00:00,3.682
2013-07-29 00:00:00,3.646
2013-08-05 00:00:00,3.632
2013-08-12 00:00:00,3.561
2013-08-19 00:00:00,3.55
2013-08-26 00:00:00,3.552
2013-09-02 00:00:00,3.608
2013-09-09 00:00:00,3.587
2013-09-16 00:00:00,3.547
2013-09-23 00:00:00,3.495
2013-09-30 00:00:00,3.425
2013-10-07 00:00:00,3.367
2013-10-14 00:00:00,3.354
2013-10-21 00:00:00,3.36
2013-10-28 00:00:00,3.294
2013-11-04 00:00:00,3.265
2013-11-11 00:00:00,3.194
2013-11-18 00:00:00,3.219
2013-11-25 00:00:00,3.293
2013-12-02 00:00:00,3.272
2013-12-09 00:00:00,3.269
2013-12-16 00:00:00,3.239
2013-12-23 00:00:00,3.271
2013-12-30 00:00:00,3.331
2014-01-06 00:00:00,3.332
2014-01-13 00:00:00,3.327
2014-01-20 00:00:00,3.296
2014-01-27 00:00:00,3.295
2014-02-03 00:00:00,3.292
2014-02-10 00:00:00,3.309
2014-02-17 00:00:00,3.38
2014-02-24 00:00:00,3.444
2014-03-03 00:00:00,3.479
2014-03-10 00:00:00,3.512
2014-03-17 00:00:00,3.547
2014-03-24 00:00:00,3.549
2014-03-31 00:00:00,3.579
2014-04-07 00:00:00,3.596
2014-04-14 00:00:00,3.651
2014-04-21 00:00:00,3.683
2014-04-28 00:00:00,3.713
2014-05-05 00:00:00,3.684
2014-05-12 00:00:00,3.668
2014-05-19 00:00:00,3.665
2014-05-26 00:00:00,3.674
2014-06-02 00:00:00,3.69
2014-06-09 00:00:00,3.674
2014-06-16 00:00:00,3.686
2014-06-23 00:00:00,3.704
2014-06-30 00:00:00,3.704
2014-07-07 00:00:00,3.678
2014-07-14 00:00:00,3.635
2014-07-21 00:00:00,3.593
2014-07-28 00:00:00,3.539
2014-08-04 00:00:00,3.515
2014-08-11 00:00:00,3.505
2014-08-18 00:00:00,3.472
2014-08-25 00:00:00,3.454
2014-09-01 00:00:00,3.459
2014-09-08 00:00:00,3.457
2014-09-15 00:00:00,3.408
2014-09-22 00:00:00,3.353
2014-09-29 00:00:00,3.354
2014-10-06 00:00:00,3.299
2014-10-13 00:00:00,3.207
2014-10-20 00:00:00,3.12
2014-10-27 00:00:00,3.056
2014-11-03 00:00:00,2.993
2014-11-10 00:00:00,2.941
2014-11-17 00:00:00,2.894
2014-11-24 00:00:00,2.821
2014-12-01 00:00:00,2.778
2014-12-08 00:00:00,2.679
2014-12-15 00:00:00,2.554
2014-12-22 00:00:00,2.403
2014-12-29 00:00:00,2.299
2015-01-05 00:00:00,2.214
2015-01-12 00:00:00,2.139
2015-01-19 00:00:00,2.066
2015-01-26 00:00:00,2.044
2015-02-02 00:00:00,2.068
2015-02-09 00:00:00,2.191
2015-02-16 00:00:00,2.274
2015-02-23 00:00:00,2.332
2015-03-02 00:00:00,2.473
2015-03-09 00:00:00,2.487
2015-03-16 00:00:00,2.453
2015-03-23 00:00:00,2.457
2015-03-30 00:00:00,2.448
2015-04-06 00:00:00,2.413
2015-04-13 00:00:00,2.408
2015-04-20 00:00:00,2.485
2015-04-27 00:00:00,2.57
2015-05-04 00:00:00,2.664
2015-05-11 00:00:00,2.691
2015-05-18 00:00:00,2.744
2015-05-25 00:00:00,2.774
2015-06-01 00:00:00,2.78
2015-06-08 00:00:00,2.78
2015-06-15 00:00:00,2.835
2015-06-22 00:00:00,2.812
2015-06-29 00:00:00,2.801
2015-07-06 00:00:00,2.793
2015-07-13 00:00:00,2.834
2015-07-20 00:00:00,2.802
2015-07-27 00:00:00,2.745
2015-08-03 00:00:00,2.689
2015-08-10 00:00:00,2.629
2015-08-17 00:00:00,2.716
2015-08-24 00:00:00,2.637
2015-08-31 00:00:00,2.51
2015-09-07 00:00:00,2.437
2015-09-14 00:00:00,2.375
2015-09-21 00:00:00,2.327
2015-09-28 00:00:00,2.322
2015-10-05 00:00:00,2.318
2015-10-12 00:00:00,2.337
2015-10-19 00:00:00,2.277
2015-10-26 00:00:00,2.228
2015-11-02 00:00:00,2.224
2015-11-09 00:00:00,2.235
2015-11-16 00:00:00,2.178
2015-11-23 00:00:00,2.094
2015-11-30 00:00:00,2.059
2015-12-07 00:00:00,2.053
2015-12-14 00:00:00,2.037
2015-12-21 00:00:00,2.026
2015-12-28 00:00:00,2.034
2016-01-04 00:00:00,2.028
2016-01-11 00:00:00,1.996
2016-01-18 00:00:00,1.914
2016-01-25 00:00:00,1.856
2016-02-01 00:00:00,1.822
2016-02-08 00:00:00,1.759
2016-02-15 00:00:00,1.724
2016-02-22 00:00:00,1.73
2016-02-29 00:00:00,1.783
2016-03-07 00:00:00,1.841
2016-03-14 00:00:00,1.961
2016-03-21 00:00:00,2.007
2016-03-28 00:00:00,2.066
2016-04-04 00:00:00,2.083
2016-04-11 00:00:00,2.069
2016-04-18 00:00:00,2.137
2016-04-25 00:00:00,2.162
2016-05-02 00:00:00,2.24
2016-05-09 00:00:00,2.22
2016-05-16 00:00:00,2.242
2016-05-23 00:00:00,2.3
2016-05-30 00:00:00,2.339
2016-06-06 00:00:00,2.381
2016-06-13 00:00:00,2.399
2016-06-20 00:00:00,2.353
2016-06-27 00:00:00,2.329
2016-07-04 00:00:00,2.291
2016-07-11 00:00:00,2.253
2016-07-18 00:00:00,2.23
2016-07-25 00:00:00,2.182
2016-08-01 00:00:00,2.159
2016-08-08 00:00:00,2.15
2016-08-15 00:00:00,2.149
2016-08-22 00:00:00,2.193
2016-08-29 00:00:00,2.237
2016-09-05 00:00:00,2.223
2016-09-12 00:00:00,2.202
2016-09-19 00:00:00,2.225
2016-09-26 00:00:00,2.224
2016-10-03 00:00:00,2.245
2016-10-10 00:00:00,2.272
2016-10-17 00:00:00,2.257
2016-10-24 00:00:00,2.243
2016-10-31 00:00:00,2.23
2016-11-07 00:00:00,2.233
2016-11-14 00:00:00,2.184
2016-11-21 00:00:00,2.155
2016-11-28 00:00:00,2.154
2016-12-05 00:00:00,2.208
2016-12-12 00:00:00,2.236
2016-12-19 00:00:00,2.264
2016-12-26 00:00:00,2.309
2017-01-02 00:00:00,2.377
2017-01-09 00:00:00,2.388
2017-01-16 00:00:00,2.358
2017-01-23 00:00:00,2.326
2017-01-30 00:00:00,2.296
2017-02-06 00:00:00,2.293
2017-02-13 00:00:00,2.307
2017-02-20 00:00:00,2.302
2017-02-27 00:00:00,2.314
2017-03-06 00:00:00,2.341
2017-03-13 00:00:00,2.323
2017-03-20 00:00:00,2.321
2017-03-27 00:00:00,2.315
2017-04-03 00:00:00,2.36
2017-04-10 00:00:00,2.424
2017-04-17 00:00:00,2.436
2017-04-24 00:00:00,2.449
2017-05-01 00:00:00,2.411
2017-05-08 00:00:00,2.372
2017-05-15 00:00:00,2.369
2017-05-22 00:00:00,2.399
2017-05-29 00:00:00,2.406
2017-06-05 00:00:00,2.414
2017-06-12 00:00:00,2.366
2017-06-19 00:00:00,2.318
2017-06-26 00:00:00,2.288
2017-07-03 00:00:00,2.26
2017-07-10 00:00:00,2.297
2017-07-17 00:00:00,2.278
2017-07-24 00:00:00,2.312
2017-07-31 00:00:00,2.352
2017-08-07 00:00:00,2.378
2017-08-14 00:00:00,2.384
2017-08-21 00:00:00,2.36
2017-08-28 00:00:00,2.399
2017-09-04 00:00:00,2.679
2017-09-11 00:00:00,2.685
2017-09-18 00:00:00,2.634
2017-09-25 00:00:00,2.583
2017-10-02 00:00:00,2.565
2017-10-09 00:00:00,2.504
2017-10-16 00:00:00,2.489
2017-10-23 00:00:00,2.479
2017-10-30 00:00:00,2.488
2017-11-06 00:00:00,2.561
2017-11-13 00:00:00,2.592
2017-11-20 00:00:00,2.568
2017-11-27 00:00:00,2.533
2017-12-04 00:00:00,2.5
2017-12-11 00:00:00,2.485
2017-12-18 00:00:00,2.45
2017-12-25 00:00:00,2.472
2018-01-01 00:00:00,2.52
2018-01-08 00:00:00,2.522
2018-01-15 00:00:00,2.557
2018-01-22 00:00:00,2.567
2018-01-29 00:00:00,2.607
2018-02-05 00:00:00,2.637
2018-02-12 00:00:00,2.607
2018-02-19 00:00:00,2.557
2018-02-26 00:00:00,2.548
2018-03-05 00:00:00,2.56
2018-03-12 00:00:00,2.559
2018-03-19 00:00:00,2.598
2018-03-26 00:00:00,2.648
2018-04-02 00:00:00,2.7
2018-04-09 00:00:00,2.694
2018-04-16 00:00:00,2.747
2018-04-23 00:00:00,2.798
2018-04-30 00:00:00,2.846
2018-05-07 00:00:00,2.845
2018-05-14 00:00:00,2.873
2018-05-21 00:00:00,2.923
2018-05-28 00:00:00,2.962
2018-06-04 00:00:00,2.94
2018-06-11 00:00:00,2.911
2018-06-18 00:00:00,2.879
2018-06-25 00:00:00,2.833
2018-07-02 00:00:00,2.844
2018-07-09 00:00:00,2.857
2018-07-16 00:00:00,2.865
2018-07-23 00:00:00,2.831
2018-07-30 00:00:00,2.846
2018-08-06 00:00:00,2.852
2018-08-13 00:00:00,2.843
2018-08-20 00:00:00,2.821
2018-08-27 00:00:00,2.827
2018-09-03 00:00:00,2.824
2018-09-10 00:00:00,2.833
2018-09-17 00:00:00,2.841
2018-09-24 00:00:00,2.844
2018-10-01 00:00:00,2.866
2018-10-08 00:00:00,2.903
2018-10-15 00:00:00,2.879
2018-10-22 00:00:00,2.841
2018-10-29 00:00:00,2.811
2018-11-05 00:00:00,2.753
2018-11-12 00:00:00,2.686
2018-11-19 00:00:00,2.611
2018-11-26 00:00:00,2.539
2018-12-03 00:00:00,2.451
2018-12-10 00:00:00,2.421
2018-12-17 00:00:00,2.369
2018-12-24 00:00:00,2.321
2018-12-31 00:00:00,2.266
2019-01-07 00:00:00,2.237
2019-01-14 00:00:00,2.247
2019-01-21 00:00:00,2.251
2019-01-28 00:00:00,2.256
2019-02-04 00:00:00,2.254
2019-02-11 00:00:00,2.276
2019-02-18 00:00:00,2.317
2019-02-25 00:00:00,2.39
2019-03-04 00:00:00,2.422
2019-03-11 00:00:00,2.471
2019-03-18 00:00:00,2.548
2019-03-25 00:00:00,2.623
2019-04-01 00:00:00,2.691
2019-04-08 00:00:00,2.745
2019-04-15 00:00:00,2.828
2019-04-22 00:00:00,2.841
2019-04-29 00:00:00,2.887
2019-05-06 00:00:00,2.897
2019-05-13 00:00:00,2.866
2019-05-20 00:00:00,2.852
2019-05-27 00:00:00,2.822
2019-06-03 00:00:00,2.807
2019-06-10 00:00:00,2.732
2019-06-17 00:00:00,2.67
2019-06-24 00:00:00,2.654
2019-07-01 00:00:00,2.713
2019-07-08 00:00:00,2.743
2019-07-15 00:00:00,2.779
2019-07-22 00:00:00,2.75
2019-07-29 00:00:00,2.715
2019-08-05 00:00:00,2.688
2019-08-12 00:00:00,2.624
2019-08-19 00:00:00,2.598
2019-08-26 00:00:00,2.574
2019-09-02 00:00:00,2.563
2019-09-09 00:00:00,2.55
2019-09-16 00:00:00,2.552
2019-09-23 00:00:00,2.654
2019-09-30 00:00:00,2.642
2019-10-07 00:00:00,2.645
2019-10-14 00:00:00,2.629
2019-10-21 00:00:00,2.638
2019-10-28 00:00:00,2.596
2019-11-04 00:00:00,2.605
2019-11-11 00:00:00,2.615
2019-11-18 00:00:00,2.592
2019-11-25 00:00:00,2.579
2019-12-02 00:00:00,2.575
2019-12-09 00:00:00,2.561
2019-12-16 00:00:00,2.536
2019-12-23 00:00:00,2.532
2019-12-30 00:00:00,2.571
2020-01-06 00:00:00,2.578
2020-01-13 00:00:00,2.57
2020-01-20 00:00:00,2.537
2020-01-27 00:00:00,2.506
2020-02-03 00:00:00,2.455
2020-02-10 00:00:00,2.419
2020-02-17 00:00:00,2.428
2020-02-24 00:00:00,2.466
2020-03-02 00:00:00,2.423
2020-03-09 00:00:00,2.375
2020-03-16 00:00:00,2.248
2020-03-23 00:00:00,2.12
2020-03-30 00:00:00,2.005
2020-04-06 00:00:00,1.924
2020-04-13 00:00:00,1.853
2020-04-20 00:00:00,1.812
2020-04-27 00:00:00,1.773
2020-05-04 00:00:00,1.789
2020-05-11 00:00:00,1.851
2020-05-18 00:00:00,1.878
2020-05-25 00:00:00,1.96
2020-06-01 00:00:00,1.974
2020-06-08 00:00:00,2.036
2020-06-15 00:00:00,2.098
2020-06-22 00:00:00,2.129
2020-06-29 00:00:00,2.174
2020-07-06 00:00:00,2.177
2020-07-13 00:00:00,2.195
2020-07-20 00:00:00,2.186
2020-07-27 00:00:00,2.175
2020-08-03 00:00:00,2.176
2020-08-10 00:00:00,2.166
2020-08-17 00:00:00,2.166
2020-08-24 00:00:00,2.182
2020-08-31 00:00:00,2.222
2020-09-07 00:00:00,2.211
2020-09-14 00:00:00,2.183
2020-09-21 00:00:00,2.168
2020-09-28 00:00:00,2.169
2020-10-05 00:00:00,2.172
2020-10-12 00:00:00,2.167
2020-10-19 00:00:00,2.15
2020-10-26 00:00:00,2.143
2020-11-02 00:00:00,2.112
2020-11-09 00:00:00,2.096
2020-11-16 00:00:00,2.111
2020-11-23 00:00:00,2.102
2020-11-30 00:00:00,2.12
2020-12-07 00:00:00,2.156
2020-12-14 00:00:00,2.158
2020-12-21 00:00:00,2.224
2020-12-28 00:00:00,2.243
2021-01-04 00:00:00,2.249
2021-01-11 00:00:00,2.317
2021-01-18 00:00:00,2.379
2021-01-25 00:00:00,2.392
2021-02-01 00:00:00,2.409
2021-02-08 00:00:00,2.461
2021-02-15 00:00:00,2.501
2021-02-22 00:00:00,2.633
2021-03-01 00:00:00,2.711
2021-03-08 00:00:00,2.771
2021-03-15 00:00:00,2.853
2021-03-22 00:00:00,2.865
2021-03-29 00:00:00,2.852
2021-04-05 00:00:00,2.857
2021-04-12 00:00:00,2.849
2021-04-19 00:00:00,2.855
2021-04-26 00:00:00,2.872
2021-05-03 00:00:00,2.89
2021-05-10 00:00:00,2.961
2021-05-17 00:00:00,3.028
2021-05-24 00:00:00,3.02
2021-05-31 00:00:00,3.027
2021-06-07 00:00:00,3.035
2021-06-14 00:00:00,3.069
2021-06-21 00:00:00,3.06
2021-06-28 00:00:00,3.091
2021-07-05 00:00:00,3.122
2021-07-12 00:00:00,3.133
2021-07-19 00:00:00,3.153
2021-07-26 00:00:00,3.136
2021-08-02 00:00:00,3.159
2021-08-09 00:00:00,3.172
